node1,node2,weight
dailyrainfall,australia,2
tectonics,dust,2
socialnetworkanalysis,immune-responses,2
multiscalefragmentationprofiles,landscapepatterns,2
polypropylene,simulation,2
mri,water,4
drought,dispersion,2
argentina,spread,4
australia,classification,4
coherenceresonance,neuron,2
management,vineyards,2
smallmammals,dynamics,2
peripheralnervous-system,dependentprotein-kinase,2
sediment,denitrification,2
diatoms,genetics,2
southchinasea,sourceapportionment,2
sentinels,risk,2
basin,turbidity,2
human,physiologicalnoise,2
homeobox-containinggenes,cloning,2
fluctuations,australia,2
hotspots,significance,2
spatialvariation,evolutionaryhistory,2
risk,population,6
bubbles,spatial-frequency,2
whitematter,dti,2
striatecortex,pyramidalneurons,2
beringsea,seabirds,2
feedback,event-relatedpotentials,2
resting-statefmri,network,2
foot,impact,2
phytoplankton,chlorophyll,6
spatial-temporalanalysis,epidemic,2
escherichia-coli,cluster,2
life-history,components,2
latitude,continental-shelf,2
ice,atlantic,2
self-organizingmap,toxicity,2
epidemiology,pathogenesis,2
spatialstatistics,ratmodel,2
urban,quality,2
chlorophyll-a,distributions,2
classification,yield,12
bay,dynamics,10
human,noise,2
behavior,protein,2
color,segmentation,2
mridata,c-means,2
phylogeny,sea,2
aedes-aegypti,city,2
spectrum,generation,2
seismic,prediction,2
clusteranalysis,neural-networks,2
functional,mooddisorders,2
identification,consequences,2
earths,dependence,2
alaska,phylogeny,2
sensitivity,england,2
functionalconnectivity,schizophrenia,4
generegulation,in-vivo,4
gsx,nervous-system,2
zooplankton,growth,2
earthquakesource,waves,2
seismicity,occurrences,4
spatial,forestmanagementplanning,2
falciparum,virulence,2
principalcomponents,streamflow,2
microbialdiversity,environments,2
patternrecognition,indexes,4
drought,pattern,2
epidemic,spp.,2
deformation,system,4
index,integrity,4
clusters,synchronization,4
phosphorylation,irradiation,2
scanstatistic,cattle,2
ocean,southwestmonsoon,2
california,lake,2
developmentaldyslexia,meta-analysis,2
rhombomere,cluster,2
bold,resting-statenetworks,2
geographicinformationsystems,viruses,2
systems,trisphosphate,2
availability,patterns,2
introgression,local,2
mediterraneanbasin,pollutants,2
geographic,matter,2
silvernanoparticles,river,2
marinefish,diversity,2
dispersal,recruitment,2
logisticregression,distributionpatterns,2
arctic,arctic-ocean,2
diffusion,spatialnormalization,4
principalcomponentanalysis(pca),growth,2
sociality,home-range,2
ice,lidar,2
auditorycortex,surface-basedanalysis,2
independent,locomotion,2
soil,impact,2
pointpatterns,patterns,4
spatialanalysis,association,2
clusterheadache,somatosensorycortex,2
pointprocesses,cells,2
temporal,segmentationclock,2
evolution,models,8
cocaine,gis,2
gis,grassland,2
climatology,satellite,2
humberestuary,carbon,4
crop,association,2
contrast,motorcortex,2
hotspots,scalingdomains,2
exploration,events,2
collinearity,expression,4
central-nervous-system,mutations,2
interneuron,identification,2
migration,feeding-habits,4
surveillance,impact,4
chromatin,sequences,2
america,trial,2
hindbrain,complex,2
diffusion,recovery,4
fish,temporalvariation,2
seismicity,critical-point,2
spatio-temporal,disease,8
childhoodleukemia,localindicators,2
voxel-basedmorphometry,spatialworking-memory,2
vulnerability,landslides,2
africa,infant-mortality,2
elnino,earlyholocene,2
plasma-membrane,domain,2
area,environments,2
timetrends,change,2
acidresponseelement,functional-analysis,4
feature-extraction,diagnosis,2
cluster,africa,2
microearthquakeclusters,locations,2
sourceapportionment,cadmium,2
potassium,mutations,2
cluster,map,2
ca1pyramidalneurons,in-vivo,2
compactdwarfgalaxies,molecularclouds,2
systems,mission,2
aerosols,particles,2
maize,transcriptome,2
betadiversity,costa-rica,2
hydrothermalsystem,tremor,2
disturbances,diagnostics,2
phosphorus,fertilization,2
lens,eye,2
diffuse,protein,2
spatial,linkcluster-analysis,2
residencetime,history,2
ecology,mendoza,2
molecularevolution,mouse,2
"diagrams,andlinearextensions",senseddata,2
genetic,epidemic,2
clusteranalysis,context,2
biomarker,mytilus-edulis,2
behavior,brazil,2
earth,fine-structure,2
sun:photosphere,sunspots,4
nonmetric,vegetation,2
confidencestatements,formultiscalemapandsurfaceanalysis,2
atmosphericoptical-parameters,cluster-analysis,2
brazil,minas-gerais,2
state,transitions,2
decomposition,specialization,4
information-systems,us,2
precipitation,general-circulationmodel,4
invertebrates,populations,2
ordination,sequences,2
atlantic,speciesrichness,2
flowerdevelopment,expression,2
maize,genes,4
speciesrichness,middlereaches,2
attack,flight,2
restingstate,independentcomponentanalysis,10
gene-expression,transcriptionfactors,6
pathways,patterns,2
dailyrainfall,precipitation,4
focal,brain,2
neurofilamentinclusions,lewybodies,2
algae,gradientgel-electrophoresis,2
heavy-metalcontamination,river,2
nucleus-accumbens,metaanalysis,2
formation,relation,2
solar-wind,telescope,2
temporal,apportionment,4
cell,gpi-anchoredproteins,2
floodfrequency,middlereaches,2
principalcomponentanalysis,wave-formsimilarity,2
gene,relatives,2
bithoraxcomplex,compartmentalization,2
event-related,control,2
connectivity,independentcomponent,6
subventricularzone,central-nervous-system,4
population-structure,coast,2
dynamics,surface,6
polymerase-chain-reaction,environmental-factors,2
statistics,areas,2
objectrecognition,gyrus,2
habitat,cluster,2
cluster,green,2
children,infection,8
airquality,mediterraneanarea,2
clusteranalysis,removal,2
monitoring,change,2
dependence,association,2
programming,matrix,2
circulation,climatology,2
networks,chromatinorganization,2
functionalmagneticresonanceimaging,noise,2
niche,skin,2
dynamics,fishes,2
stimuli,cortex,2
odocoileusvirginianus,boundaries,2
acid-minedrainage,cluster-analysis,4
microzooplankton,bay,4
speciescomposition,phosphorus,2
evolutionarypsychology,adolescent,2
series,westernunited-states,2
sarcoplasmicreticulum,ryanodine,2
gcm,prediction,2
climatology,system,2
temporal-lobe,major,2
corn,pesticides,2
elimination,spatial,2
complex,keratinocytes,2
space,cattle,2
harvest,communities,2
disease,death,2
temporaltrends,equity,2
change,2nd-half,2
adolescent,memory,4
schizophrenia,event-relatedpotentials,2
yuccamountain,region,2
generation,sequences,2
abnormalities,pathogenesis,2
dispersion,electric-field,2
percolation,spread,2
vulnerability,sub-saharanafrica,2
primaryproductivity,georgia,2
spatialvariability,drought,4
time-seriesanalysis,climatevariability,2
spatial,alcohol,2
expression,proliferation,6
simulations,systems,2
west-nile-virus,epidemic,2
b-value,westernunited-states,2
bacteria,ecosystems,2
coexistence,population-dynamics,4
gis,risk,12
southerncalifornia,model,2
canada,long-term,2
surface-waterquality,trend,2
simultaneouseeg-fmri,acquisition,2
knox,glioma,2
celldifferentiation,development,2
expression,mutants,2
interneuron,expression,2
mobility,clustering,2
clusteranalysis,severityindex,2
vulnerability,science,2
migration,biology,4
duration,redundancy,2
temporalvariations,management,4
emission,air-pollution,2
dynamics,gaps,4
variability,northernmaine,2
sea-levelrise,cluster,4
identification,nutrients,2
inversion,deformation,2
spatial,self-organizing,2
neurogenesis,molecularevolution,2
distribution,population,2
conductivity,cluster-analysis,2
dissolvedorganic-matter,measurements,2
source,reduction,2
energy,statistical-model,2
spatialclustering,epidemiology,4
clusters,size,10
toweroflondon,positron-emission-tomography,2
plasmodiumvivax,spatial-distribution,2
mosquito,mosquitos,2
spatial,clusters,22
lead,trends,2
coevolution,protection,4
functionalconnectivity,gyrus,4
bay,pollution,6
spatiotemporalanalysis,network,2
salt,field,2
16srrnagene,markers,2
south-africa,area,2
cortical,pathogenesis,2
occurrences,catalogs,4
cocaine,risk,2
diurnal-variations,life-cycle,2
communitycomposition,temperature,2
saccharomyces-cerevisiae,localization,2
recordings,presurgicalevaluation,2
contact,complexnetworks,6
droughtseverityindex,plains,2
functional,activation,4
supportvectormachine,sensitivityanalysis,2
kenya,epidemiology,6
rocks,sequence,2
statisticalseismology,long-range,2
heavymetals,southchina,2
clusteranalysis,quality,18
yeast,localization,2
landslide,coloradofrontrange,2
deglaciation,ages,2
particulatematter,cities,2
recognition,pipe,2
anopheles-gambiaecomplex,area,2
measurements,turbulence,2
canopy,variability,2
amphioxus,homeoboxgenes,2
region,model,8
propagation,profile,2
imageregistration,division,2
principalcomponentanalysis,water,10
cerebral-cortex,humanbrain,12
waterquality,land-use,10
spike,location,2
risk,ownership,2
sea-surfacetemperature,dailyprecipitation,2
beringsea,fish,2
immunohistochemistry,expression,2
slope,rates,2
molecular-dynamicssimulation,compaction,2
fragmentation,amphibians,2
embryo,fate,2
phase,deposition,2
circulation,fluctuations,4
persistence,catchment,2
k-meansclustering,ozone,2
environmentalfactorprioritization,scalingdomains,2
lobeepilepsy,childhood,2
methane,distributions,2
characteristic,temporalvariation,2
oscillation,culicidae,2
beta-catenin,model,2
sarcoplasmicreticulum,pig,2
probabilisticforecasting,statisticalseismology,6
spread,homoptera,2
airpollution,spatialanalysis,2
cortex,unit-activity,2
field,flow,2
primaryproductivity,portugal,2
dispersion,defense,2
magnetic-field,electron,2
surfacewaterquality,spain,2
transcranialmagneticstimulation,network,2
functional,strategies,2
spatialheterogeneity,artificial,4
algorithm,pattern,2
parcellation,metaanalysis,2
clustering,yuccamountain,2
latitude,trees,2
homeoboxgenes,generation,2
highway,canada,2
airquality,particulatematter,4
search,family,2
segmentalexpression,transcription,2
neuralnetworks,self-similarity,2
smoothing,australia,2
equivalentcurrentdipole,intractableepilepsy,2
geographic,environment,2
parasites,indicators,2
boundary,polar,2
spatialmemory,basalganglia,2
desynchronization,synchronization,2
gene-cluster,identification,2
spatial-pattern,villages,2
macaque,motion,2
geographicinformationsystems(gis),statistics,4
avianinfluenza,disease,2
north-atlantic,bank,2
initialmassfunction,small-magellanic-cloud,2
automatic,soil,2
diagnosis,gis,2
space-time,culicidae,2
north-sea,allelefrequency,2
populationgenetics,texas,2
violentcrime,trajectories,2
blood-flow,somatosensorycortex,2
algorithm,epilepsy,4
sourceidentification,groundwaterquality,2
information,variability,2
spatialandtemporalvariation,emission,2
canada,scale-dependence,2
hoxcluster,complex,4
species-diversity,deadwood,2
morphometry,functionalimaging,2
biodiversity,distributions,2
outlierdetection,patterns,2
spatio-temporal,basaldendrites,2
scanstatistic,public-health,2
secondaryproduction,brazil,2
climatechange,impact,2
localization,pulses,2
snakes,markers,2
nuclearmatrix,matrix,4
southernocean,southgeorgia,2
artificialneuralnetwork,environmental-factors,2
river-basin,chlorophyll,2
spatial,drinking,2
epidemiology,registration,2
dna-replication,identification,2
obsessive-compulsivedisorder,medial,4
equity,productivity,2
currentsheet,field-alignedcurrents,2
benthic,abundance,2
proteoidroots,plants,4
geneticdiversity,hymenoptera,2
precipitation,events,6
biodiversity,establishment,2
space-timevariation,neighborhoods,2
planetarybowshocks,upstream,4
dragforce,cluster,8
monitoring,growth,2
emission,temporaltrends,2
plate,depth,2
space-time,hot-spots,2
breast-cancer,impact,2
plume,ocean,2
scalingdomains,visualizingspatialdata,2
spatialclustering,cingulatecortex,2
distributions,association,6
mass-spectrometry,tissues,2
vegetation,stress,4
metapopulationdynamics,spread,2
schizophrenia,cytoarchitectonicmaps,2
sea-surfacetemperature,southern-oscillation,6
pollutionsources,basin,4
united-states,vegetationindex,2
ica,humanbrain,4
environmental-factors,dengue,2
detrendedfluctuationanalysis,spatial,2
faultzone,lithosphere,2
imagesegmentation,decision-making,2
galaxies:clusters:general,environment,2
temporalpatterns,rain-forest,2
midbrain,domain,2
epidemiology,ecology,2
efficiency,complexnetworks,2
bold,independentcomponentanalysis,4
short-term,models,2
neuroimaging,falsediscoveryrate,2
centralnepal,region,2
drought,spatial-temporalpatterns,2
predictability,marineecosystems,2
threshold,deposits,2
irradiance,activity,2
ozone,sites,2
landscape,moose,2
mitochondrial-dna,polymorphisms,2
marineecosystems,management,2
elevation,drought,2
metapopulationpersistence,environmental,2
segmentation,medialfrontal-cortex,2
speciesrichness,time-series,2
erp,somatosensorycortex,2
netprimaryproduction,space,2
fisheries,africa,2
echelonsandfamiliesofechelons,geographicsurveillance,2
new-zealand,swarm,2
defaultmode,fmridata,2
iceages,vegetation,2
tuberculosis,prevalence,4
dispersion,dynamics,4
dgge,microbialcommunity,2
orientation,mri,2
hydrogeochemistry,parameters,2
spread,invasion,2
spatialanalysis,southeast-asia,2
sediments,pb,4
space-timeanalysis,behavior,2
ice,sounds,2
mt.etna,vegetation,4
central,clusterobservations,2
projections,deposits,2
countdata,dynamics,2
geographicinformation-systems,management,2
dailyrainfall,climatology,2
mechanics,california,2
spatial-resolution,ndvidata,2
radiation,images,2
deuterium,fusion,2
graphtheory,humanbrain,2
posets,eigenvaluesasfractals,2
ascidian,cloning,2
riskfactor,model,2
temporalanalysis,variance,2
dengue,vectors,2
dynamics,modulation,4
trisphosphate,ca2+release,4
semivariogram,geographicallyweightedregression,2
sets,brain,2
drosophila,protein,6
modelling,climate-change,2
synaptic,organization,2
mammalian-cells,activation,4
2nd-orderanalysis,united-states,2
population,computer-program,2
rainfall,triggeredseismicity,2
linear,kalmanfilter,2
point,spatialdata-analysis,2
statisticaltechniques,trend,2
zoonoses,mosquitos,2
correlations,statisticalseismology,4
high,crustalstructure,2
epidemiology,prevalence,36
united-states,time,4
structure,gradientanalysis,2
k-means,functionalmri,2
dopamineneurons,modulation,2
microbialcommunity,rhizosphere,2
greece,classification,2
shanghai,form,2
ursus-arctos,flow,2
temporalvariations,magnitude,2
southernchina,model,2
dailyrainfall,patterns,4
united-states,culicidae,2
survival,ontario,2
homeobox,mesoderm,2
stronggroundmotion,california,2
hotspot,identification,2
parasitoids,braconidae,2
